Country,Gender,Demographics_Question,Demographics_Response,Question,Value
Indonesia,F,Age,35-49,... for at least one specific reason,28.9
Indonesia,F,Age,15-24,... if she argues with him,6.9
Indonesia,F,Age,25-34,... if she argues with him,5.1
Indonesia,F,Age,35-49,... if she argues with him,5.2
Indonesia,F,Age,15-24,... if she goes out without telling him,26.9
Indonesia,F,Age,25-34,... if she goes out without telling him,24.8
Indonesia,F,Age,35-49,... if she goes out without telling him,21.4
Indonesia,F,Age,15-24,... if she neglects the children,34.3
Indonesia,F,Age,25-34,... if she neglects the children,27.6
Indonesia,F,Age,35-49,... if she neglects the children,22.0
Indonesia,F,Age,15-24,... if she refuses to have sex with him,10.3
Indonesia,F,Age,25-34,... if she refuses to have sex with him,8.7
Indonesia,F,Age,35-49,... if she refuses to have sex with him,8.1
Indonesia,F,Education,Higher,... for at least one specific reason,25.5
Indonesia,F,Education,No education,... for at least one specific reason,26.6
Indonesia,F,Education,Primary,... for at least one specific reason,35.5
Indonesia,F,Education,Secondary,... for at least one specific reason,36.5
Indonesia,F,Education,Higher,... if she argues with him,2.9
Indonesia,F,Education,No education,... if she argues with him,9.2
Indonesia,F,Education,Primary,... if she argues with him,7.1
Indonesia,F,Education,Secondary,... if she argues with him,5.2
Indonesia,F,Education,Higher,... if she goes out without telling him,14.7
Indonesia,F,Education,No education,... if she goes out without telling him,19.8
Indonesia,F,Education,Primary,... if she goes out without telling him,26.9
Indonesia,F,Education,Secondary,... if she goes out without telling him,24.7
Indonesia,F,Education,Higher,... if she neglects the children,21.1
Indonesia,F,Education,No education,... if she neglects the children,19.9
Indonesia,F,Education,Primary,... if she neglects the children,27.3
Indonesia,F,Education,Secondary,... if she neglects the children,29.2
Indonesia,F,Education,Higher,... if she refuses to have sex with him,5.9
Indonesia,F,Education,No education,... if she refuses to have sex with him,8.4
Indonesia,F,Education,Primary,... if she refuses to have sex with him,10.9
Indonesia,F,Education,Secondary,... if she refuses to have sex with him,8.4
Indonesia,F,Employment,Employed for cash,... for at least one specific reason,31.9
Indonesia,F,Employment,Employed for kind,... for at least one specific reason,37.8
Indonesia,F,Employment,Unemployed,... for at least one specific reason,36.3
Indonesia,F,Employment,Employed for cash,... if she argues with him,4.8
Indonesia,F,Employment,Employed for kind,... if she argues with him,8.4
Indonesia,F,Employment,Unemployed,... if she argues with him,5.7
Indonesia,F,Employment,Employed for cash,... if she goes out without telling him,22.2
Indonesia,F,Employment,Employed for kind,... if she goes out without telling him,28.2
Indonesia,F,Employment,Unemployed,... if she goes out without telling him,24.7
Indonesia,F,Employment,Employed for cash,... if she neglects the children,25.2
Indonesia,F,Employment,Employed for kind,... if she neglects the children,29.5
Indonesia,F,Employment,Unemployed,... if she neglects the children,28.9
Indonesia,F,Employment,Employed for cash,... if she refuses to have sex with him,8.5
Indonesia,F,Employment,Employed for kind,... if she refuses to have sex with him,11.0
Indonesia,F,Employment,Unemployed,... if she refuses to have sex with him,8.7
Indonesia,F,Marital status,Married or living together,... for at least one specific reason,33.5
Indonesia,F,Marital status,Never married,... for at least one specific reason,38.5
Indonesia,F,Marital status,"Widowed, divorced, separated",... for at least one specific reason,30.9
Indonesia,F,Marital status,Married or living together,... if she argues with him,5.4
Indonesia,F,Marital status,Never married,... if she argues with him,6.2
Indonesia,F,Marital status,"Widowed, divorced, separated",... if she argues with him,7.2
Indonesia,F,Marital status,Married or living together,... if she goes out without telling him,24.3
Indonesia,F,Marital status,Never married,... if she goes out without telling him,23.0
Indonesia,F,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,23.9
Indonesia,F,Marital status,Married or living together,... if she neglects the children,26.4
Indonesia,F,Marital status,Never married,... if she neglects the children,31.2
Indonesia,F,Marital status,"Widowed, divorced, separated",... if she neglects the children,23.9
Indonesia,F,Marital status,Married or living together,... if she refuses to have sex with him,8.8
Indonesia,F,Marital status,Never married,... if she refuses to have sex with him,9.0
Indonesia,F,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,11.2
Indonesia,F,Residence,Rural,... for at least one specific reason,39.6
Indonesia,F,Residence,Urban,... for at least one specific reason,29.8
Indonesia,F,Residence,Rural,... if she argues with him,7.8
Indonesia,F,Residence,Urban,... if she argues with him,3.7
Indonesia,F,Residence,Rural,... if she goes out without telling him,29.3
Indonesia,F,Residence,Urban,... if she goes out without telling him,19.2
Indonesia,F,Residence,Rural,... if she neglects the children,31.1
Indonesia,F,Residence,Urban,... if she neglects the children,23.8
Indonesia,F,Residence,Rural,... if she refuses to have sex with him,11.5
Indonesia,F,Residence,Urban,... if she refuses to have sex with him,6.6
Indonesia,M,Age,15-24,... for at least one specific reason,24.8
Indonesia,M,Age,25-34,... for at least one specific reason,20.1
Indonesia,M,Age,35-49,... for at least one specific reason,16.7
Indonesia,M,Age,15-24,... if she argues with him,4.4
Indonesia,M,Age,25-34,... if she argues with him,4.3
Indonesia,M,Age,35-49,... if she argues with him,2.8
Indonesia,M,Age,15-24,... if she goes out without telling him,12.4
Indonesia,M,Age,25-34,... if she goes out without telling him,12.6
Indonesia,M,Age,35-49,... if she goes out without telling him,12.0
Indonesia,M,Age,15-24,... if she neglects the children,18.3
Indonesia,M,Age,25-34,... if she neglects the children,15.0
Indonesia,M,Age,35-49,... if she neglects the children,10.7
Indonesia,M,Age,15-24,... if she refuses to have sex with him,3.7
Indonesia,M,Age,25-34,... if she refuses to have sex with him,3.4
Indonesia,M,Age,35-49,... if she refuses to have sex with him,3.0
Indonesia,M,Education,Higher,... for at least one specific reason,12.0
Indonesia,M,Education,No education,... for at least one specific reason,19.7
Indonesia,M,Education,Primary,... for at least one specific reason,20.4
Indonesia,M,Education,Secondary,... for at least one specific reason,18.3
Indonesia,M,Education,Higher,... if she argues with him,2.5
Indonesia,M,Education,No education,... if she argues with him,9.3
Indonesia,M,Education,Primary,... if she argues with him,4.3
Indonesia,M,Education,Secondary,... if she argues with him,2.8
Indonesia,M,Education,Higher,... if she goes out without telling him,7.6
Indonesia,M,Education,No education,... if she goes out without telling him,14.6
Indonesia,M,Education,Primary,... if she goes out without telling him,14.2
Indonesia,M,Education,Secondary,... if she goes out without telling him,12.0
Indonesia,M,Education,Higher,... if she neglects the children,8.4
Indonesia,M,Education,No education,... if she neglects the children,13.9
Indonesia,M,Education,Primary,... if she neglects the children,13.6
Indonesia,M,Education,Secondary,... if she neglects the children,12.8
Indonesia,M,Education,Higher,... if she refuses to have sex with him,1.1
Indonesia,M,Education,No education,... if she refuses to have sex with him,6.2
Indonesia,M,Education,Primary,... if she refuses to have sex with him,4.2
Indonesia,M,Education,Secondary,... if she refuses to have sex with him,2.9
Indonesia,M,Employment,Employed for cash,... for at least one specific reason,18.0
Indonesia,M,Employment,Employed for kind,... for at least one specific reason,22.3
Indonesia,M,Employment,Unemployed,... for at least one specific reason,6.4
Indonesia,M,Employment,Employed for cash,... if she argues with him,3.2
Indonesia,M,Employment,Employed for kind,... if she argues with him,5.9
Indonesia,M,Employment,Unemployed,... if she argues with him,5.5
Indonesia,M,Employment,Employed for cash,... if she goes out without telling him,12.0
Indonesia,M,Employment,Employed for kind,... if she goes out without telling him,16.6
Indonesia,M,Employment,Unemployed,... if she goes out without telling him,0.0
Indonesia,M,Employment,Employed for cash,... if she neglects the children,12.6
Indonesia,M,Employment,Employed for kind,... if she neglects the children,13.1
Indonesia,M,Employment,Unemployed,... if she neglects the children,2.4
Indonesia,M,Employment,Employed for cash,... if she refuses to have sex with him,3.0
Indonesia,M,Employment,Employed for kind,... if she refuses to have sex with him,5.4
Indonesia,M,Employment,Unemployed,... if she refuses to have sex with him,4.2
Indonesia,M,Marital status,Married or living together,... for at least one specific reason,18.3
Indonesia,M,Marital status,Never married,... for at least one specific reason,14.9
Indonesia,M,Marital status,"Widowed, divorced, separated",... for at least one specific reason,14.9
Indonesia,M,Marital status,Married or living together,... if she argues with him,3.4
Indonesia,M,Marital status,Never married,... if she argues with him,14.9
Indonesia,M,Marital status,"Widowed, divorced, separated",... if she argues with him,14.9
Indonesia,M,Marital status,Married or living together,... if she goes out without telling him,12.2
Indonesia,M,Marital status,Never married,... if she goes out without telling him,14.9
Indonesia,M,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,14.9
Indonesia,M,Marital status,Married or living together,... if she neglects the children,12.6
Indonesia,M,Marital status,Never married,... if she neglects the children,14.9
Indonesia,M,Marital status,"Widowed, divorced, separated",... if she neglects the children,14.9
Indonesia,M,Marital status,Married or living together,... if she refuses to have sex with him,3.2
Indonesia,M,Marital status,Never married,... if she refuses to have sex with him,14.9
Indonesia,M,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,14.9
Indonesia,M,Residence,Rural,... for at least one specific reason,20.7
Indonesia,M,Residence,Urban,... for at least one specific reason,16.0
Indonesia,M,Residence,Rural,... if she argues with him,4.7
Indonesia,M,Residence,Urban,... if she argues with him,2.1
Indonesia,M,Residence,Rural,... if she goes out without telling him,13.6
Indonesia,M,Residence,Urban,... if she goes out without telling him,10.9
Indonesia,M,Residence,Rural,... if she neglects the children,14.5
Indonesia,M,Residence,Urban,... if she neglects the children,10.7
Indonesia,M,Residence,Rural,... if she refuses to have sex with him,4.3
Indonesia,M,Residence,Urban,... if she refuses to have sex with him,2.1
Jordan,F,Employment,Employed for cash,... if she burns the food,14.9
Jordan,F,Marital status,Never married,... if she burns the food,14.9
Jordan,F,Marital status,"Widowed, divorced, separated",... if she burns the food,1.4
Jordan,F,Age,15-24,... if she burns the food,1.8
Jordan,F,Education,Higher,... if she burns the food,1.9
Jordan,F,Employment,Employed for kind,... if she burns the food,2.1
Jordan,F,Education,Secondary,... if she burns the food,2.2
Jordan,F,Age,35-49,... if she burns the food,2.3
Jordan,F,Residence,Urban,... if she burns the food,2.3
Jordan,F,Employment,Unemployed,... if she burns the food,2.4
Jordan,F,Age,15-24,... for at least one specific reason,15.7
Jordan,F,Age,25-34,... for at least one specific reason,14.6
Jordan,F,Age,35-49,... for at least one specific reason,13.4
Jordan,F,Age,15-24,... if she argues with him,6.8
Jordan,F,Age,25-34,... if she argues with him,6.1
Jordan,F,Age,35-49,... if she argues with him,5.6
Jordan,F,Age,25-34,... if she burns the food,2.7
Jordan,F,Age,15-24,... if she goes out without telling him,9.5
Jordan,F,Age,25-34,... if she goes out without telling him,7.2
Jordan,F,Age,35-49,... if she goes out without telling him,6.5
Jordan,F,Age,15-24,... if she neglects the children,5.8
Jordan,F,Age,25-34,... if she neglects the children,7.3
Jordan,F,Age,35-49,... if she neglects the children,6.6
Jordan,F,Age,15-24,... if she refuses to have sex with him,14.9
Jordan,F,Age,25-34,... if she refuses to have sex with him,14.9
Jordan,F,Age,35-49,... if she refuses to have sex with him,14.9
Jordan,F,Education,Higher,... for at least one specific reason,9.1
Jordan,F,Education,No education,... for at least one specific reason,28.1
Jordan,F,Education,Primary,... for at least one specific reason,26.2
Jordan,F,Education,Secondary,... for at least one specific reason,15.3
Jordan,F,Education,Higher,... if she argues with him,3.7
Jordan,F,Education,No education,... if she argues with him,13.1
Jordan,F,Education,Primary,... if she argues with him,12.1
Jordan,F,Education,Secondary,... if she argues with him,6.2
Jordan,F,Education,No education,... if she burns the food,7.8
Jordan,F,Education,Primary,... if she burns the food,4.3
Jordan,F,Education,Higher,... if she goes out without telling him,4.1
Jordan,F,Education,No education,... if she goes out without telling him,14.8
Jordan,F,Education,Primary,... if she goes out without telling him,14.0
Jordan,F,Education,Secondary,... if she goes out without telling him,7.9
Jordan,F,Education,Higher,... if she neglects the children,4.1
Jordan,F,Education,No education,... if she neglects the children,18.7
Jordan,F,Education,Primary,... if she neglects the children,13.0
Jordan,F,Education,Secondary,... if she neglects the children,7.2
Jordan,F,Education,Higher,... if she refuses to have sex with him,14.9
Jordan,F,Education,No education,... if she refuses to have sex with him,14.9
Jordan,F,Education,Primary,... if she refuses to have sex with him,14.9
Jordan,F,Education,Secondary,... if she refuses to have sex with him,14.9
Jordan,F,Employment,Employed for cash,... for at least one specific reason,14.9
Jordan,F,Employment,Employed for kind,... for at least one specific reason,10.5
Jordan,F,Employment,Unemployed,... for at least one specific reason,14.7
Jordan,F,Employment,Employed for cash,... if she argues with him,14.9
Jordan,F,Employment,Employed for kind,... if she argues with him,4.8
Jordan,F,Employment,Unemployed,... if she argues with him,6.1
Jordan,F,Employment,Employed for cash,... if she goes out without telling him,14.9
Jordan,F,Employment,Employed for kind,... if she goes out without telling him,4.4
Jordan,F,Employment,Unemployed,... if she goes out without telling him,7.6
Jordan,F,Employment,Employed for cash,... if she neglects the children,14.9
Jordan,F,Employment,Employed for kind,... if she neglects the children,4.6
Jordan,F,Employment,Unemployed,... if she neglects the children,7.1
Jordan,F,Employment,Employed for cash,... if she refuses to have sex with him,14.9
Jordan,F,Employment,Employed for kind,... if she refuses to have sex with him,14.9
Jordan,F,Employment,Unemployed,... if she refuses to have sex with him,14.9
Jordan,F,Marital status,Married or living together,... for at least one specific reason,14.4
Jordan,F,Marital status,Never married,... for at least one specific reason,14.9
Jordan,F,Marital status,"Widowed, divorced, separated",... for at least one specific reason,10.8
Jordan,F,Marital status,Married or living together,... if she argues with him,5.9
Jordan,F,Marital status,Never married,... if she argues with him,14.9
Jordan,F,Marital status,"Widowed, divorced, separated",... if she argues with him,5.3
Jordan,F,Marital status,Married or living together,... if she burns the food,2.5
Jordan,F,Marital status,Married or living together,... if she goes out without telling him,7.3
Jordan,F,Marital status,Never married,... if she goes out without telling him,14.9
Jordan,F,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,5.4
Jordan,F,Marital status,Married or living together,... if she neglects the children,6.9
Jordan,F,Marital status,Never married,... if she neglects the children,14.9
Jordan,F,Marital status,"Widowed, divorced, separated",... if she neglects the children,4.4
Jordan,F,Marital status,Married or living together,... if she refuses to have sex with him,14.9
Jordan,F,Marital status,Never married,... if she refuses to have sex with him,14.9
Jordan,F,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,14.9
Jordan,F,Residence,Rural,... for at least one specific reason,17.1
Jordan,F,Residence,Urban,... for at least one specific reason,13.8
Jordan,F,Residence,Rural,... if she argues with him,7.9
Jordan,F,Residence,Urban,... if she argues with him,5.7
Jordan,F,Residence,Rural,... if she burns the food,2.7
Jordan,F,Residence,Rural,... if she goes out without telling him,8.9
Jordan,F,Residence,Urban,... if she goes out without telling him,7.0
Jordan,F,Residence,Rural,... if she neglects the children,8.7
Jordan,F,Residence,Urban,... if she neglects the children,6.5
Jordan,F,Residence,Rural,... if she refuses to have sex with him,14.9
Jordan,F,Residence,Urban,... if she refuses to have sex with him,14.9
Jordan,M,Age,15-24,... for at least one specific reason,33.1
Jordan,M,Age,25-34,... for at least one specific reason,31.8
Jordan,M,Age,35-49,... for at least one specific reason,25.1
Jordan,M,Age,15-24,... if she argues with him,19.8
Jordan,M,Age,25-34,... if she argues with him,18.2
Jordan,M,Age,35-49,... if she argues with him,13.8
Jordan,M,Age,15-24,... if she burns the food,12.0
Jordan,M,Age,25-34,... if she burns the food,6.8
Jordan,M,Age,35-49,... if she burns the food,4.8
Jordan,M,Age,15-24,... if she goes out without telling him,21.1
Jordan,M,Age,25-34,... if she goes out without telling him,18.4
Jordan,M,Age,35-49,... if she goes out without telling him,15.2
Jordan,M,Age,15-24,... if she neglects the children,15.6
Jordan,M,Age,25-34,... if she neglects the children,13.5
Jordan,M,Age,35-49,... if she neglects the children,9.6
Jordan,M,Age,15-24,... if she refuses to have sex with him,14.9
Jordan,M,Age,25-34,... if she refuses to have sex with him,14.9
Jordan,M,Age,35-49,... if she refuses to have sex with him,14.9
Jordan,M,Education,Higher,... for at least one specific reason,27.2
Jordan,M,Education,No education,... for at least one specific reason,36.3
Jordan,M,Education,Primary,... for at least one specific reason,22.8
Jordan,M,Education,Secondary,... for at least one specific reason,32.6
Jordan,M,Education,Higher,... if she argues with him,15.7
Jordan,M,Education,No education,... if she argues with him,34.0
Jordan,M,Education,Primary,... if she argues with him,9.4
Jordan,M,Education,Secondary,... if she argues with him,19.0
Jordan,M,Education,Higher,... if she burns the food,8.0
Jordan,M,Education,No education,... if she burns the food,18.7
Jordan,M,Education,Primary,... if she burns the food,2.7
Jordan,M,Education,Secondary,... if she burns the food,8.9
Jordan,M,Education,Higher,... if she goes out without telling him,17.1
Jordan,M,Education,No education,... if she goes out without telling him,19.4
Jordan,M,Education,Primary,... if she goes out without telling him,15.2
Jordan,M,Education,Secondary,... if she goes out without telling him,19.7
Jordan,M,Education,Higher,... if she neglects the children,11.7
Jordan,M,Education,No education,... if she neglects the children,19.8
Jordan,M,Education,Primary,... if she neglects the children,9.0
Jordan,M,Education,Secondary,... if she neglects the children,14.2
Jordan,M,Education,Higher,... if she refuses to have sex with him,14.9
Jordan,M,Education,No education,... if she refuses to have sex with him,14.9
Jordan,M,Education,Primary,... if she refuses to have sex with him,14.9
Jordan,M,Education,Secondary,... if she refuses to have sex with him,14.9
Jordan,M,Employment,Employed for cash,... for at least one specific reason,14.9
Jordan,M,Employment,Employed for kind,... for at least one specific reason,28.3
Jordan,M,Employment,Unemployed,... for at least one specific reason,32.7
Jordan,M,Employment,Employed for cash,... if she argues with him,14.9
Jordan,M,Employment,Employed for kind,... if she argues with him,15.8
Jordan,M,Employment,Unemployed,... if she argues with him,19.7
Jordan,M,Employment,Employed for cash,... if she burns the food,14.9
Jordan,M,Employment,Employed for kind,... if she burns the food,5.3
Jordan,M,Employment,Unemployed,... if she burns the food,12.2
Jordan,M,Employment,Employed for cash,... if she goes out without telling him,14.9
Jordan,M,Employment,Employed for kind,... if she goes out without telling him,17.0
Jordan,M,Employment,Unemployed,... if she goes out without telling him,20.5
Jordan,M,Employment,Employed for cash,... if she neglects the children,14.9
Jordan,M,Employment,Employed for kind,... if she neglects the children,10.8
Jordan,M,Employment,Unemployed,... if she neglects the children,16.1
Jordan,M,Employment,Employed for cash,... if she refuses to have sex with him,14.9
Jordan,M,Employment,Employed for kind,... if she refuses to have sex with him,14.9
Jordan,M,Employment,Unemployed,... if she refuses to have sex with him,14.9
Jordan,M,Marital status,Married or living together,... for at least one specific reason,26.2
Jordan,M,Marital status,Never married,... for at least one specific reason,33.0
Jordan,M,Marital status,"Widowed, divorced, separated",... for at least one specific reason,34.3
Jordan,M,Marital status,Married or living together,... if she argues with him,14.7
Jordan,M,Marital status,Never married,... if she argues with him,19.5
Jordan,M,Marital status,"Widowed, divorced, separated",... if she argues with him,21.4
Jordan,M,Marital status,Married or living together,... if she burns the food,4.7
Jordan,M,Marital status,Never married,... if she burns the food,10.9
Jordan,M,Marital status,"Widowed, divorced, separated",... if she burns the food,8.0
Jordan,M,Marital status,Married or living together,... if she goes out without telling him,14.9
Jordan,M,Marital status,Never married,... if she goes out without telling him,21.0
Jordan,M,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,19.7
Jordan,M,Marital status,Married or living together,... if she neglects the children,9.8
Jordan,M,Marital status,Never married,... if she neglects the children,15.4
Jordan,M,Marital status,"Widowed, divorced, separated",... if she neglects the children,17.2
Jordan,M,Marital status,Married or living together,... if she refuses to have sex with him,14.9
Jordan,M,Marital status,Never married,... if she refuses to have sex with him,14.9
Jordan,M,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,14.9
Jordan,M,Residence,Rural,... for at least one specific reason,44.3
Jordan,M,Residence,Urban,... for at least one specific reason,28.5
Jordan,M,Residence,Rural,... if she argues with him,27.3
Jordan,M,Residence,Urban,... if she argues with him,16.4
Jordan,M,Residence,Rural,... if she burns the food,14.3
Jordan,M,Residence,Urban,... if she burns the food,7.6
Jordan,M,Residence,Rural,... if she goes out without telling him,29.6
Jordan,M,Residence,Urban,... if she goes out without telling him,17.2
Jordan,M,Residence,Rural,... if she neglects the children,24.4
Jordan,M,Residence,Urban,... if she neglects the children,11.8
Jordan,M,Residence,Rural,... if she refuses to have sex with him,14.9
Jordan,M,Residence,Urban,... if she refuses to have sex with him,14.9
Kenya,F,Age,15-24,... for at least one specific reason,42.0
Kenya,F,Age,25-34,... for at least one specific reason,39.8
Kenya,F,Age,35-49,... for at least one specific reason,44.0
Kenya,F,Age,15-24,... if she argues with him,20.9
Kenya,F,Age,25-34,... if she argues with him,20.1
Kenya,F,Age,35-49,... if she argues with him,22.1
Kenya,F,Age,15-24,... if she burns the food,7.0
Kenya,F,Age,25-34,... if she burns the food,6.4
Kenya,F,Age,35-49,... if she burns the food,7.9
Kenya,F,Age,15-24,... if she goes out without telling him,21.5
Kenya,F,Age,25-34,... if she goes out without telling him,21.1
Kenya,F,Age,35-49,... if she goes out without telling him,23.0
Kenya,F,Age,15-24,... if she neglects the children,33.1
Kenya,F,Age,25-34,... if she neglects the children,31.7
Kenya,F,Age,35-49,... if she neglects the children,35.4
Kenya,F,Age,15-24,... if she refuses to have sex with him,12.2
Kenya,F,Age,25-34,... if she refuses to have sex with him,14.4
Kenya,F,Age,35-49,... if she refuses to have sex with him,19.9
Kenya,F,Education,Higher,... for at least one specific reason,14.9
Kenya,F,Education,No education,... for at least one specific reason,59.1
Kenya,F,Education,Primary,... for at least one specific reason,49.0
Kenya,F,Education,Secondary,... for at least one specific reason,35.8
Kenya,F,Education,Higher,... if she argues with him,3.7
Kenya,F,Education,No education,... if she argues with him,36.9
Kenya,F,Education,Primary,... if she argues with him,26.1
Kenya,F,Education,Secondary,... if she argues with him,15.3
Kenya,F,Education,Higher,... if she burns the food,0.8
Kenya,F,Education,No education,... if she burns the food,16.0
Kenya,F,Education,Primary,... if she burns the food,8.8
Kenya,F,Education,Secondary,... if she burns the food,4.4
Kenya,F,Education,Higher,... if she goes out without telling him,4.6
Kenya,F,Education,No education,... if she goes out without telling him,38.3
Kenya,F,Education,Primary,... if she goes out without telling him,26.8
Kenya,F,Education,Secondary,... if she goes out without telling him,16.2
Kenya,F,Education,Higher,... if she neglects the children,11.3
Kenya,F,Education,No education,... if she neglects the children,49.4
Kenya,F,Education,Primary,... if she neglects the children,39.0
Kenya,F,Education,Secondary,... if she neglects the children,28.3
Kenya,F,Education,Higher,... if she refuses to have sex with him,2.5
Kenya,F,Education,No education,... if she refuses to have sex with him,36.0
Kenya,F,Education,Primary,... if she refuses to have sex with him,19.0
Kenya,F,Education,Secondary,... if she refuses to have sex with him,8.8
Kenya,F,Employment,Employed for cash,... for at least one specific reason,38.6
Kenya,F,Employment,Employed for kind,... for at least one specific reason,53.7
Kenya,F,Employment,Unemployed,... for at least one specific reason,42.0
Kenya,F,Employment,Employed for cash,... if she argues with him,18.4
Kenya,F,Employment,Employed for kind,... if she argues with him,30.8
Kenya,F,Employment,Unemployed,... if she argues with him,21.0
Kenya,F,Employment,Employed for cash,... if she burns the food,5.9
Kenya,F,Employment,Employed for kind,... if she burns the food,10.1
Kenya,F,Employment,Unemployed,... if she burns the food,7.6
Kenya,F,Employment,Employed for cash,... if she goes out without telling him,20.0
Kenya,F,Employment,Employed for kind,... if she goes out without telling him,28.0
Kenya,F,Employment,Unemployed,... if she goes out without telling him,22.0
Kenya,F,Employment,Employed for cash,... if she neglects the children,30.5
Kenya,F,Employment,Employed for kind,... if she neglects the children,42.7
Kenya,F,Employment,Unemployed,... if she neglects the children,33.9
Kenya,F,Employment,Employed for cash,... if she refuses to have sex with him,13.8
Kenya,F,Employment,Employed for kind,... if she refuses to have sex with him,22.6
Kenya,F,Employment,Unemployed,... if she refuses to have sex with him,14.1
Kenya,F,Marital status,Married or living together,... for at least one specific reason,43.6
Kenya,F,Marital status,Never married,... for at least one specific reason,38.2
Kenya,F,Marital status,"Widowed, divorced, separated",... for at least one specific reason,41.5
Kenya,F,Marital status,Married or living together,... if she argues with him,23.3
Kenya,F,Marital status,Never married,... if she argues with him,16.9
Kenya,F,Marital status,"Widowed, divorced, separated",... if she argues with him,19.3
Kenya,F,Marital status,Married or living together,... if she burns the food,7.2
Kenya,F,Marital status,Never married,... if she burns the food,6.4
Kenya,F,Marital status,"Widowed, divorced, separated",... if she burns the food,7.9
Kenya,F,Marital status,Married or living together,... if she goes out without telling him,23.5
Kenya,F,Marital status,Never married,... if she goes out without telling him,18.2
Kenya,F,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,21.8
Kenya,F,Marital status,Married or living together,... if she neglects the children,34.6
Kenya,F,Marital status,Never married,... if she neglects the children,30.1
Kenya,F,Marital status,"Widowed, divorced, separated",... if she neglects the children,34.6
Kenya,F,Marital status,Married or living together,... if she refuses to have sex with him,17.3
Kenya,F,Marital status,Never married,... if she refuses to have sex with him,9.6
Kenya,F,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,17.5
Kenya,F,Residence,Rural,... for at least one specific reason,49.1
Kenya,F,Residence,Urban,... for at least one specific reason,31.0
Kenya,F,Residence,Rural,... if she argues with him,25.9
Kenya,F,Residence,Urban,... if she argues with him,13.8
Kenya,F,Residence,Rural,... if she burns the food,9.5
Kenya,F,Residence,Urban,... if she burns the food,3.5
Kenya,F,Residence,Rural,... if she goes out without telling him,27.1
Kenya,F,Residence,Urban,... if she goes out without telling him,13.9
Kenya,F,Residence,Rural,... if she neglects the children,39.5
Kenya,F,Residence,Urban,... if she neglects the children,24.2
Kenya,F,Residence,Rural,... if she refuses to have sex with him,19.9
Kenya,F,Residence,Urban,... if she refuses to have sex with him,8.1
Kenya,M,Age,15-24,... for at least one specific reason,38.6
Kenya,M,Age,25-34,... for at least one specific reason,36.2
Kenya,M,Age,35-49,... for at least one specific reason,33.6
Kenya,M,Age,15-24,... if she argues with him,20.7
Kenya,M,Age,25-34,... if she argues with him,20.9
Kenya,M,Age,35-49,... if she argues with him,19.8
Kenya,M,Age,15-24,... if she burns the food,5.2
Kenya,M,Age,25-34,... if she burns the food,4.6
Kenya,M,Age,35-49,... if she burns the food,3.6
Kenya,M,Age,15-24,... if she goes out without telling him,18.1
Kenya,M,Age,25-34,... if she goes out without telling him,18.9
Kenya,M,Age,35-49,... if she goes out without telling him,18.6
Kenya,M,Age,15-24,... if she neglects the children,27.9
Kenya,M,Age,25-34,... if she neglects the children,28.6
Kenya,M,Age,35-49,... if she neglects the children,25.3
Kenya,M,Age,15-24,... if she refuses to have sex with him,10.6
Kenya,M,Age,25-34,... if she refuses to have sex with him,9.6
Kenya,M,Age,35-49,... if she refuses to have sex with him,9.2
Kenya,M,Education,Higher,... for at least one specific reason,23.1
Kenya,M,Education,No education,... for at least one specific reason,60.4
Kenya,M,Education,Primary,... for at least one specific reason,40.5
Kenya,M,Education,Secondary,... for at least one specific reason,34.1
Kenya,M,Education,Higher,... if she argues with him,9.0
Kenya,M,Education,No education,... if she argues with him,45.4
Kenya,M,Education,Primary,... if she argues with him,24.0
Kenya,M,Education,Secondary,... if she argues with him,18.2
Kenya,M,Education,Higher,... if she burns the food,1.9
Kenya,M,Education,No education,... if she burns the food,15.5
Kenya,M,Education,Primary,... if she burns the food,5.2
Kenya,M,Education,Secondary,... if she burns the food,3.8
Kenya,M,Education,Higher,... if she goes out without telling him,9.0
Kenya,M,Education,No education,... if she goes out without telling him,48.2
Kenya,M,Education,Primary,... if she goes out without telling him,22.1
Kenya,M,Education,Secondary,... if she goes out without telling him,15.0
Kenya,M,Education,Higher,... if she neglects the children,18.6
Kenya,M,Education,No education,... if she neglects the children,51.1
Kenya,M,Education,Primary,... if she neglects the children,30.3
Kenya,M,Education,Secondary,... if she neglects the children,24.8
Kenya,M,Education,Higher,... if she refuses to have sex with him,4.1
Kenya,M,Education,No education,... if she refuses to have sex with him,34.8
Kenya,M,Education,Primary,... if she refuses to have sex with him,11.7
Kenya,M,Education,Secondary,... if she refuses to have sex with him,7.6
Kenya,M,Employment,Employed for cash,... for at least one specific reason,35.8
Kenya,M,Employment,Employed for kind,... for at least one specific reason,45.6
Kenya,M,Employment,Unemployed,... for at least one specific reason,33.1
Kenya,M,Employment,Employed for cash,... if she argues with him,20.6
