Country,Gender,Demographics_Question,Demographics_Response,Question,Value
Yemen,M,Education,Secondary,... if she argues with him,14.9
Jordan,F,Employment,Unemployed,... if she neglects the children,7.1
Chad,F,Age,25-34,... if she goes out without telling him,62.3
Ethiopia,F,Marital status,"Widowed, divorced, separated",... if she neglects the children,45.4
Benin,M,Education,Higher,... if she refuses to have sex with him,0.7
Dominican Republic,M,Education,Primary,... for at least one specific reason,6.6
Colombia,M,Marital status,Married or living together,... if she goes out without telling him,1.4
Azerbaijan,F,Age,15-24,... if she burns the food,10.7
Morocco,M,Education,Higher,... if she argues with him,14.9
Bangladesh,F,Employment,Employed for kind,... if she refuses to have sex with him,8.2
Azerbaijan,F,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,36.2
Pakistan,F,Employment,Employed for kind,... if she argues with him,51.0
Burkina Faso,F,Age,35-49,... if she argues with him,35.0
Peru,M,Age,15-24,... if she burns the food,14.9
Turkmenistan,F,Education,No education,... if she argues with him,44.7
Sao Tome and Principe,M,Education,Primary,... if she argues with him,11.5
Nepal,F,Education,No education,... if she neglects the children,25.1
Guinea,F,Education,No education,... for at least one specific reason,70.9
Nicaragua,M,Marital status,Never married,... if she neglects the children,14.9
Turkey,F,Education,Secondary,... if she argues with him,4.2
Guinea,F,Employment,Unemployed,... if she argues with him,47.7
Ghana,F,Age,15-24,... if she refuses to have sex with him,12.0
Ethiopia,F,Education,Secondary,... if she burns the food,17.7
Rwanda,F,Employment,Employed for kind,... if she goes out without telling him,26.0
Comoros,M,Employment,Unemployed,... if she neglects the children,10.3
Nigeria,M,Employment,Employed for kind,... if she argues with him,19.7
Benin,M,Marital status,Married or living together,... for at least one specific reason,14.5
Benin,M,Employment,Unemployed,... if she argues with him,6.2
Burundi,M,Employment,Employed for kind,... if she argues with him,10.7
Nigeria,F,Education,No education,... for at least one specific reason,41.6
Armenia,F,Employment,Unemployed,... for at least one specific reason,9.1
Moldova,M,Age,15-24,... if she burns the food,3.5
Myanmar,F,Age,25-34,... if she burns the food,12.7
Mali,M,Age,35-49,... if she burns the food,11.2
Cote d'Ivoire,M,Marital status,"Widowed, divorced, separated",... for at least one specific reason,43.2
India,M,Marital status,"Widowed, divorced, separated",... for at least one specific reason,36.3
Albania,M,Age,35-49,... for at least one specific reason,11.8
Mozambique,F,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,8.4
Congo Democratic Republic,F,Marital status,Married or living together,... if she goes out without telling him,51.2
Cote d'Ivoire,F,Residence,Urban,... if she refuses to have sex with him,16.8
Nigeria,M,Marital status,Never married,... if she refuses to have sex with him,10.7
Philippines,M,Education,Primary,... if she neglects the children,14.9
Togo,F,Education,Higher,... if she goes out without telling him,4.3
Burundi,F,Age,25-34,... if she goes out without telling him,38.3
Cambodia,M,Residence,Urban,... if she goes out without telling him,5.6
Colombia,F,Education,Higher,... if she neglects the children,1.2
Angola,F,Marital status,Married or living together,... if she refuses to have sex with him,12.5
Congo,F,Marital status,Married or living together,... if she burns the food,14.9
Turkmenistan,F,Age,35-49,... if she goes out without telling him,43.3
Mali,M,Age,25-34,... if she burns the food,9.0
Eritrea,F,Marital status,Never married,... for at least one specific reason,61.4
Liberia,F,Employment,Employed for kind,... if she neglects the children,31.9
Angola,F,Education,No education,... if she refuses to have sex with him,19.9
Niger,F,Employment,Unemployed,... if she goes out without telling him,42.8
Haiti,F,Residence,Urban,... for at least one specific reason,13.4
Malawi,F,Age,35-49,... if she argues with him,5.8
Armenia,M,Age,15-24,... if she refuses to have sex with him,1.0
Dominican Republic,F,Education,Higher,... if she refuses to have sex with him,0.2
Nicaragua,F,Residence,Urban,... if she refuses to have sex with him,1.7
Congo,M,Employment,Unemployed,... if she argues with him,14.9
Ethiopia,M,Age,25-34,... for at least one specific reason,23.4
Timor-Leste,M,Age,25-34,... if she neglects the children,48.7
Sao Tome and Principe,M,Residence,Urban,... if she neglects the children,10.1
Haiti,M,Education,No education,... if she burns the food,1.7
Bangladesh,F,Residence,Rural,... if she neglects the children,15.6
Gabon,F,Education,No education,... if she neglects the children,50.2
Colombia,F,Employment,Employed for kind,... if she refuses to have sex with him,2.0
Azerbaijan,M,Marital status,Married or living together,... for at least one specific reason,54.8
Egypt,M,Marital status,Married or living together,... for at least one specific reason,14.9
Liberia,F,Marital status,Married or living together,... if she burns the food,7.6
Eswatini,F,Employment,Unemployed,... for at least one specific reason,26.4
Bangladesh,F,Education,Higher,... if she refuses to have sex with him,1.7
Burkina Faso,M,Employment,Employed for cash,... for at least one specific reason,27.0
Mozambique,F,Employment,Employed for kind,... if she argues with him,6.0
Mozambique,M,Employment,Unemployed,... if she argues with him,10.8
Chad,F,Education,No education,... for at least one specific reason,70.9
Gabon,M,Education,Primary,... if she argues with him,20.7
Nicaragua,M,Marital status,Married or living together,... for at least one specific reason,14.9
Zimbabwe,F,Residence,Rural,... for at least one specific reason,44.9
Gabon,F,Marital status,"Widowed, divorced, separated",... if she neglects the children,43.8
Azerbaijan,F,Age,25-34,... if she goes out without telling him,46.1
Guinea,F,Employment,Employed for cash,... if she burns the food,22.5
Honduras,F,Age,35-49,... if she burns the food,4.2
Haiti,F,Marital status,Never married,... if she refuses to have sex with him,4.3
Chad,M,Education,Higher,... if she argues with him,10.1
Pakistan,M,Employment,Unemployed,... for at least one specific reason,22.0
Madagascar,M,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,18.3
Yemen,M,Employment,Employed for cash,... if she goes out without telling him,14.9
Honduras,M,Age,35-49,... for at least one specific reason,6.9
Haiti,F,Marital status,Married or living together,... if she neglects the children,9.4
Turkmenistan,M,Marital status,Never married,... for at least one specific reason,14.9
Guatemala,M,Employment,Employed for kind,... if she goes out without telling him,2.6
Nicaragua,F,Employment,Unemployed,... if she goes out without telling him,6.8
Togo,F,Age,15-24,... if she neglects the children,17.6
Azerbaijan,F,Marital status,Never married,... if she goes out without telling him,31.4
Eswatini,M,Education,Secondary,... if she argues with him,19.8
Kenya,F,Education,Secondary,... for at least one specific reason,35.8
Turkmenistan,M,Age,35-49,... for at least one specific reason,14.9
Sao Tome and Principe,M,Education,Higher,... for at least one specific reason,13.4
Malawi,F,Age,15-24,... if she argues with him,8.0
Cambodia,M,Marital status,Never married,... for at least one specific reason,23.8
Colombia,M,Age,15-24,... for at least one specific reason,4.8
Nicaragua,M,Education,Higher,... if she goes out without telling him,14.9
Madagascar,M,Education,No education,... if she refuses to have sex with him,10.4
Sierra Leone,F,Education,Higher,... for at least one specific reason,32.3
Niger,M,Education,Higher,... if she burns the food,4.7
Nepal,M,Residence,Urban,... for at least one specific reason,23.1
Sierra Leone,F,Age,35-49,... if she neglects the children,55.0
Colombia,F,Education,No education,... if she refuses to have sex with him,2.9
Nigeria,F,Marital status,Never married,... if she neglects the children,21.0
Bangladesh,M,Residence,Urban,... if she argues with him,14.9
Tanzania,F,Residence,Rural,... if she argues with him,46.5
Dominican Republic,M,Marital status,Married or living together,... if she argues with him,0.6
Gabon,F,Residence,Urban,... if she goes out without telling him,17.2
Lesotho,F,Employment,Unemployed,... for at least one specific reason,38.6
Honduras,F,Age,15-24,... if she goes out without telling him,4.5
Myanmar,M,Residence,Rural,... if she goes out without telling him,17.4
Tajikistan,F,Residence,Rural,... if she refuses to have sex with him,28.7
Cameroon,M,Age,15-24,... if she goes out without telling him,22.0
Ghana,M,Marital status,Never married,... if she burns the food,4.2
Zimbabwe,M,Residence,Rural,... if she burns the food,7.9
Burundi,F,Employment,Employed for kind,... if she refuses to have sex with him,43.9
Peru,F,Employment,Unemployed,... for at least one specific reason,2.8
South Africa,M,Education,Higher,... if she burns the food,1.2
Rwanda,M,Age,15-24,... if she argues with him,6.9
Mali,M,Employment,Employed for kind,... if she refuses to have sex with him,30.6
Sao Tome and Principe,M,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,6.2
Peru,F,Residence,Rural,... for at least one specific reason,6.2
Bangladesh,F,Residence,Rural,... if she refuses to have sex with him,7.8
Sierra Leone,M,Marital status,Married or living together,... if she burns the food,4.5
Turkey,M,Education,Secondary,... for at least one specific reason,14.9
South Africa,F,Education,Secondary,... if she neglects the children,4.0
Congo Democratic Republic,F,Education,No education,... if she goes out without telling him,49.7
Ghana,M,Employment,Unemployed,... if she neglects the children,6.7
South Africa,F,Residence,Urban,... if she goes out without telling him,1.6
Yemen,M,Age,35-49,... if she refuses to have sex with him,14.9
Kenya,F,Education,Primary,... if she neglects the children,39.0
Burkina Faso,F,Education,Higher,... for at least one specific reason,6.3
Turkmenistan,M,Age,15-24,... if she goes out without telling him,14.9
Haiti,M,Employment,Unemployed,... if she goes out without telling him,7.7
Senegal,M,Age,35-49,... if she argues with him,11.4
Bolivia,M,Employment,Unemployed,... if she neglects the children,14.9
Kenya,M,Residence,Urban,... for at least one specific reason,35.6
Ukraine,F,Age,15-24,... for at least one specific reason,2.5
Turkey,M,Age,35-49,... for at least one specific reason,14.9
Namibia,M,Age,25-34,... if she burns the food,3.6
Armenia,M,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,9.1
Morocco,M,Age,35-49,... if she neglects the children,14.9
Eritrea,F,Marital status,Never married,... if she burns the food,23.9
Bangladesh,F,Marital status,"Widowed, divorced, separated",... if she argues with him,21.8
Cote d'Ivoire,M,Marital status,"Widowed, divorced, separated",... if she burns the food,7.3
Kenya,F,Employment,Employed for kind,... if she burns the food,10.1
Philippines,M,Education,No education,... if she goes out without telling him,14.9
Mali,F,Age,25-34,... if she argues with him,70.8
Senegal,M,Marital status,Married or living together,... if she refuses to have sex with him,9.2
Liberia,F,Employment,Unemployed,... if she goes out without telling him,29.6
Guyana,F,Age,25-34,... if she goes out without telling him,6.6
Ethiopia,M,Employment,Employed for kind,... for at least one specific reason,33.6
Myanmar,F,Employment,Employed for cash,... for at least one specific reason,52.1
Congo,M,Employment,Employed for cash,... if she burns the food,14.9
Uganda,F,Residence,Urban,... if she refuses to have sex with him,10.4
Bolivia,F,Age,15-24,... if she burns the food,3.4
Colombia,M,Education,Primary,... for at least one specific reason,7.5
Pakistan,F,Employment,Employed for cash,... for at least one specific reason,45.4
Albania,F,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2.3
Egypt,M,Marital status,"Widowed, divorced, separated",... if she argues with him,14.9
Guatemala,F,Employment,Unemployed,... if she argues with him,4.0
Namibia,F,Residence,Rural,... if she goes out without telling him,18.6
Tajikistan,F,Employment,Employed for kind,... if she refuses to have sex with him,23.7
Myanmar,M,Age,25-34,... if she refuses to have sex with him,8.8
Sierra Leone,F,Age,35-49,... if she goes out without telling him,55.3
Pakistan,M,Age,25-34,... for at least one specific reason,37.8
Congo,M,Education,No education,... for at least one specific reason,32.3
Togo,M,Education,Primary,... if she neglects the children,14.4
Armenia,F,Education,Higher,... if she argues with him,3.9
Zambia,F,Marital status,Never married,... if she burns the food,19.5
Togo,M,Employment,Employed for cash,... if she refuses to have sex with him,4.3
Namibia,F,Age,25-34,... if she neglects the children,20.7
Armenia,M,Age,35-49,... if she neglects the children,16.4
Senegal,M,Employment,Employed for kind,... if she argues with him,28.6
Sao Tome and Principe,F,Marital status,"Widowed, divorced, separated",... if she argues with him,5.5
Cameroon,F,Education,Higher,... if she neglects the children,11.4
Rwanda,F,Marital status,"Widowed, divorced, separated",... if she neglects the children,31.8
Sao Tome and Principe,F,Marital status,Never married,... if she goes out without telling him,7.8
Eritrea,M,Marital status,Married or living together,... if she argues with him,14.9
Madagascar,F,Age,35-49,... if she argues with him,5.5
Kenya,F,Education,No education,... if she goes out without telling him,38.3
Haiti,M,Age,35-49,... for at least one specific reason,7.3
Cameroon,F,Education,Secondary,... for at least one specific reason,45.1
Peru,F,Marital status,Married or living together,... for at least one specific reason,3.5
Armenia,M,Education,No education,... if she refuses to have sex with him,14.9
Turkmenistan,F,Education,Higher,... if she argues with him,15.4
Benin,M,Employment,Employed for cash,... if she refuses to have sex with him,7.2
Honduras,F,Education,No education,... if she goes out without telling him,11.4
Zimbabwe,M,Marital status,Married or living together,... if she refuses to have sex with him,4.4
Rwanda,M,Age,35-49,... if she neglects the children,8.6
Myanmar,M,Marital status,Married or living together,... if she burns the food,6.8
Mozambique,M,Age,15-24,... if she argues with him,9.7
Guatemala,M,Residence,Rural,... if she neglects the children,4.8
Senegal,F,Residence,Urban,... if she goes out without telling him,18.9
Colombia,F,Marital status,Married or living together,... if she refuses to have sex with him,1.0
Nigeria,F,Employment,Unemployed,... if she goes out without telling him,25.4
Niger,M,Age,15-24,... if she neglects the children,22.6
Ghana,M,Employment,Employed for kind,... if she goes out without telling him,10.3
Nigeria,F,Age,25-34,... for at least one specific reason,35.1
Timor-Leste,M,Age,15-24,... if she burns the food,20.1
Azerbaijan,M,Residence,Rural,... if she neglects the children,45.4
Burkina Faso,M,Residence,Urban,... for at least one specific reason,22.8
Sierra Leone,M,Education,Higher,... for at least one specific reason,20.0
Burkina Faso,M,Employment,Employed for kind,... if she goes out without telling him,24.1
Liberia,F,Education,Higher,... if she burns the food,0.1
Mozambique,F,Education,Higher,... if she refuses to have sex with him,1.0
Nicaragua,M,Education,No education,... for at least one specific reason,14.9
Burundi,F,Residence,Rural,... if she goes out without telling him,41.2
Sao Tome and Principe,F,Education,Primary,... if she refuses to have sex with him,6.6
Sao Tome and Principe,F,Education,Secondary,... if she burns the food,5.6
Eswatini,M,Employment,Unemployed,... if she burns the food,5.7
Niger,F,Education,Primary,... if she neglects the children,41.0
Sierra Leone,F,Employment,Employed for cash,... if she argues with him,47.5
Guatemala,M,Residence,Urban,... if she burns the food,1.1
Ethiopia,F,Residence,Urban,... if she burns the food,16.3
Azerbaijan,F,Residence,Rural,... if she burns the food,20.3
Honduras,M,Marital status,"Widowed, divorced, separated",... for at least one specific reason,15.4
Malawi,F,Age,25-34,... if she refuses to have sex with him,8.0
Honduras,M,Marital status,Married or living together,... if she neglects the children,4.5
Sierra Leone,F,Employment,Unemployed,... if she neglects the children,41.7
Tajikistan,F,Education,No education,... if she goes out without telling him,61.6
Jordan,M,Employment,Employed for cash,... if she refuses to have sex with him,14.9
Azerbaijan,M,Residence,Rural,... for at least one specific reason,62.2
Mozambique,F,Education,No education,... if she neglects the children,3.4
Togo,M,Residence,Urban,... if she argues with him,6.3
Ethiopia,F,Education,No education,... for at least one specific reason,71.9
Guinea,F,Employment,Unemployed,... if she refuses to have sex with him,46.2
South Africa,F,Marital status,Married or living together,... if she refuses to have sex with him,1.0
Myanmar,F,Age,15-24,... if she refuses to have sex with him,9.3
Indonesia,M,Education,Primary,... if she refuses to have sex with him,4.2
Kenya,F,Employment,Unemployed,... if she goes out without telling him,22.0
Tajikistan,F,Age,15-24,... if she neglects the children,43.1
Indonesia,F,Education,Primary,... if she neglects the children,27.3
Peru,F,Employment,Employed for kind,... if she argues with him,2.1
Peru,M,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,14.9
Nigeria,M,Education,Higher,... if she neglects the children,7.3
Congo,F,Residence,Rural,... if she goes out without telling him,42.3
Niger,M,Residence,Urban,... if she refuses to have sex with him,11.0
Armenia,F,Age,35-49,... if she refuses to have sex with him,0.8
Dominican Republic,M,Education,Primary,... if she burns the food,1.5
Eswatini,M,Employment,Employed for cash,... if she refuses to have sex with him,3.0
Guinea,M,Age,15-24,... for at least one specific reason,56.0
Bolivia,F,Education,Higher,... if she burns the food,0.6
Nicaragua,M,Marital status,Married or living together,... if she refuses to have sex with him,14.9
Kenya,F,Residence,Urban,... for at least one specific reason,31.0
Liberia,F,Education,Primary,... if she goes out without telling him,31.5
Albania,M,Education,Primary,... if she goes out without telling him,9.0
Burundi,F,Residence,Urban,... for at least one specific reason,46.5
Morocco,M,Employment,Employed for cash,... for at least one specific reason,14.9
Jordan,F,Marital status,Married or living together,... if she burns the food,2.5
Cameroon,F,Employment,Employed for kind,... if she goes out without telling him,28.9
Nicaragua,M,Education,No education,... if she neglects the children,14.9
Ghana,M,Marital status,Never married,... if she refuses to have sex with him,6.1
Gabon,M,Marital status,Married or living together,... if she argues with him,18.3
Lesotho,M,Marital status,Never married,... if she refuses to have sex with him,9.2
Eswatini,F,Employment,Employed for cash,... if she burns the food,1.9
Bangladesh,M,Age,15-24,... if she argues with him,14.9
Senegal,F,Marital status,Married or living together,... if she refuses to have sex with him,42.7
South Africa,F,Marital status,Never married,... for at least one specific reason,5.6
Chad,M,Age,15-24,... if she burns the food,29.3
Uganda,M,Age,35-49,... for at least one specific reason,32.5
Eritrea,M,Employment,Employed for kind,... if she burns the food,14.9
Zambia,M,Age,15-24,... for at least one specific reason,37.2
Morocco,M,Age,15-24,... if she goes out without telling him,14.9
Yemen,M,Education,No education,... if she refuses to have sex with him,14.9
Yemen,F,Education,Primary,... if she goes out without telling him,35.1
Timor-Leste,F,Employment,Employed for kind,... if she burns the food,40.0
Guatemala,M,Employment,Unemployed,... if she refuses to have sex with him,2.5
Ethiopia,F,Residence,Rural,... if she goes out without telling him,49.0
Guatemala,F,Employment,Unemployed,... if she neglects the children,8.7
Senegal,F,Age,25-34,... if she refuses to have sex with him,35.6
Afghanistan,F,Marital status,Never married,... if she neglects the children,14.9
Cameroon,F,Employment,Employed for cash,... if she burns the food,13.9
Angola,M,Age,35-49,... if she argues with him,7.7
Bolivia,F,Employment,Employed for kind,... for at least one specific reason,19.4
Rwanda,M,Employment,Employed for cash,... if she neglects the children,11.8
Maldives,F,Residence,Urban,... for at least one specific reason,23.0
Nepal,F,Residence,Rural,... if she goes out without telling him,13.1
Senegal,F,Education,Primary,... if she refuses to have sex with him,28.3
Cameroon,M,Education,No education,... if she refuses to have sex with him,13.7
Congo Democratic Republic,F,Education,Higher,... if she neglects the children,33.3
Azerbaijan,M,Marital status,Never married,... if she refuses to have sex with him,14.1
Bangladesh,F,Marital status,Married or living together,... if she argues with him,19.8
Madagascar,M,Age,35-49,... for at least one specific reason,25.5
Ukraine,F,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,0.3
Peru,M,Marital status,Never married,... if she burns the food,14.9
Tanzania,M,Education,No education,... if she neglects the children,30.9
Tanzania,F,Education,No education,... if she goes out without telling him,51.3
Congo Democratic Republic,F,Education,Higher,... for at least one specific reason,49.8
Namibia,M,Age,35-49,... if she refuses to have sex with him,1.5
Cote d'Ivoire,M,Employment,Unemployed,... if she refuses to have sex with him,9.5
Indonesia,M,Education,Higher,... if she argues with him,2.5
Colombia,F,Education,Higher,... if she burns the food,0.8
Nigeria,F,Employment,Employed for kind,... if she burns the food,20.8
Nepal,F,Age,35-49,... if she goes out without telling him,13.2
Philippines,F,Education,Primary,... if she argues with him,3.6
Togo,F,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,19.8
Sao Tome and Principe,F,Education,No education,... if she refuses to have sex with him,12.0
Yemen,M,Education,Secondary,... if she neglects the children,14.9
Armenia,F,Marital status,Never married,... if she goes out without telling him,5.0
Pakistan,M,Education,Secondary,... if she neglects the children,17.0
Guinea,F,Marital status,Never married,... if she goes out without telling him,41.5
Guyana,F,Age,25-34,... if she neglects the children,11.2
Gabon,F,Residence,Urban,... if she refuses to have sex with him,7.9
Mali,M,Marital status,Married or living together,... if she refuses to have sex with him,23.0
Nicaragua,F,Marital status,Never married,... if she neglects the children,0.0
Guatemala,F,Marital status,"Widowed, divorced, separated",... if she argues with him,3.1
Burkina Faso,M,Marital status,Married or living together,... if she goes out without telling him,17.0
Yemen,F,Education,Primary,... if she neglects the children,29.8
Bolivia,F,Marital status,Married or living together,... if she burns the food,3.5
Afghanistan,M,Education,Higher,... if she goes out without telling him,43.6
Sao Tome and Principe,M,Residence,Rural,... for at least one specific reason,26.3
South Africa,F,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2.8
Burundi,F,Marital status,"Widowed, divorced, separated",... if she neglects the children,59.9
Gabon,F,Age,15-24,... if she refuses to have sex with him,6.0
Maldives,M,Age,15-24,... if she goes out without telling him,4.1
Nigeria,M,Marital status,"Widowed, divorced, separated",... if she burns the food,9.3
Gabon,F,Residence,Rural,... for at least one specific reason,60.9
Madagascar,M,Marital status,"Widowed, divorced, separated",... if she argues with him,10.1
Myanmar,M,Employment,Employed for kind,... if she burns the food,10.1
Colombia,F,Education,No education,... if she neglects the children,9.8
Togo,M,Age,35-49,... if she neglects the children,11.1
Pakistan,M,Age,15-24,... if she burns the food,6.9
Uganda,F,Residence,Rural,... if she goes out without telling him,32.9
Ukraine,M,Employment,Employed for kind,... if she refuses to have sex with him,1.2
Namibia,M,Employment,Unemployed,... if she neglects the children,14.1
Niger,F,Employment,Employed for cash,... if she refuses to have sex with him,53.0
South Africa,M,Marital status,"Widowed, divorced, separated",... if she argues with him,3.5
Benin,M,Age,25-34,... for at least one specific reason,15.9
Niger,F,Education,Higher,... if she neglects the children,5.6
Zambia,M,Employment,Unemployed,... if she burns the food,7.6
Zambia,M,Age,25-34,... if she burns the food,6.3
Zambia,F,Age,15-24,... for at least one specific reason,48.2
Cambodia,M,Residence,Urban,... if she neglects the children,8.3
Haiti,F,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,5.7
Zimbabwe,F,Education,Secondary,... if she neglects the children,21.1
Gabon,M,Age,35-49,... for at least one specific reason,33.3
Sao Tome and Principe,F,Employment,Employed for kind,... if she goes out without telling him,11.5
Sao Tome and Principe,F,Marital status,"Widowed, divorced, separated",... if she neglects the children,11.5
Sao Tome and Principe,M,Education,Primary,... if she burns the food,7.7
Bangladesh,M,Age,15-24,... if she burns the food,14.9
Bolivia,F,Education,Higher,... for at least one specific reason,5.7
Benin,M,Residence,Urban,... if she burns the food,3.7
Congo Democratic Republic,M,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,26.6
Zambia,F,Employment,Employed for cash,... if she refuses to have sex with him,28.7
Lesotho,M,Residence,Urban,... if she burns the food,3.6
Ukraine,M,Education,Higher,... if she argues with him,3.3
Bolivia,F,Residence,Rural,... if she burns the food,5.4
India,M,Age,25-34,... if she refuses to have sex with him,8.6
Madagascar,M,Age,15-24,... if she refuses to have sex with him,9.3
Peru,M,Age,15-24,... if she goes out without telling him,14.9
Senegal,M,Education,Secondary,... if she refuses to have sex with him,8.8
Congo,F,Residence,Urban,... for at least one specific reason,60.6
Liberia,M,Employment,Unemployed,... if she argues with him,16.5
Bolivia,M,Education,Primary,... if she refuses to have sex with him,14.9
Lesotho,M,Employment,Employed for cash,... if she argues with him,20.8
Dominican Republic,M,Age,25-34,... if she refuses to have sex with him,0.9
Morocco,F,Age,15-24,... if she refuses to have sex with him,39.0
Albania,F,Education,Secondary,... if she burns the food,0.6
Mozambique,M,Education,No education,... if she neglects the children,10.8
Gambia,M,Employment,Unemployed,... for at least one specific reason,35.4
Nigeria,M,Employment,Employed for cash,... for at least one specific reason,24.3
Namibia,F,Employment,Employed for cash,... if she refuses to have sex with him,5.9
Egypt,M,Employment,Employed for cash,... if she argues with him,14.9
Peru,M,Residence,Urban,... if she neglects the children,14.9
Turkmenistan,M,Residence,Rural,... if she refuses to have sex with him,14.9
Lesotho,F,Education,Secondary,... if she goes out without telling him,7.5
Ghana,F,Employment,Unemployed,... for at least one specific reason,30.7
Sierra Leone,F,Education,Primary,... if she goes out without telling him,50.3
Lesotho,M,Education,Secondary,... if she goes out without telling him,9.2
Senegal,M,Education,Primary,... if she goes out without telling him,13.9
Comoros,M,Education,Higher,... if she refuses to have sex with him,2.0
South Africa,F,Age,15-24,... if she burns the food,1.2
Gabon,M,Marital status,Never married,... if she neglects the children,30.5
Cambodia,M,Marital status,Married or living together,... if she goes out without telling him,13.8
Guinea,M,Education,Higher,... if she neglects the children,30.9
Guinea,F,Age,25-34,... for at least one specific reason,69.4
Kenya,F,Education,Higher,... for at least one specific reason,14.9
Indonesia,F,Education,Primary,... if she goes out without telling him,26.9
Indonesia,M,Age,25-34,... if she argues with him,4.3
Nigeria,M,Age,25-34,... if she neglects the children,13.8
Kyrgyz Republic,M,Age,35-49,... if she argues with him,25.0
Ukraine,F,Employment,Unemployed,... if she refuses to have sex with him,0.7
Kenya,M,Age,25-34,... if she refuses to have sex with him,9.6
Peru,M,Employment,Employed for kind,... for at least one specific reason,14.9
Zimbabwe,M,Employment,Employed for kind,... if she neglects the children,21.7
Niger,M,Education,Primary,... if she burns the food,12.7
Benin,M,Residence,Urban,... for at least one specific reason,10.8
Cote d'Ivoire,M,Age,35-49,... if she neglects the children,20.6
Guyana,F,Age,35-49,... for at least one specific reason,16.6
Dominican Republic,M,Age,35-49,... if she refuses to have sex with him,0.2
Zambia,F,Education,Secondary,... if she burns the food,17.3
Mozambique,F,Employment,Employed for kind,... if she neglects the children,5.8
Namibia,M,Residence,Rural,... if she burns the food,7.2
Rwanda,F,Employment,Unemployed,... if she argues with him,16.9
Pakistan,F,Education,Secondary,... if she refuses to have sex with him,15.2
Mali,F,Residence,Rural,... if she neglects the children,54.9
Turkmenistan,M,Employment,Unemployed,... if she burns the food,14.9
Dominican Republic,F,Education,Higher,... if she argues with him,0.2
Turkey,F,Age,35-49,... if she refuses to have sex with him,3.6
Morocco,F,Age,25-34,... if she burns the food,22.9
Mali,F,Education,No education,... if she goes out without telling him,57.8
Mali,M,Marital status,"Widowed, divorced, separated",... if she burns the food,11.8
Togo,M,Age,25-34,... if she burns the food,6.3
Cote d'Ivoire,M,Education,Primary,... if she goes out without telling him,24.3
Burkina Faso,M,Education,No education,... if she neglects the children,22.2
Peru,M,Education,No education,... for at least one specific reason,14.9
Bangladesh,M,Employment,Unemployed,... if she neglects the children,14.9
Ethiopia,M,Age,25-34,... if she argues with him,13.2
Rwanda,F,Education,No education,... if she burns the food,11.0
Cote d'Ivoire,M,Marital status,Married or living together,... if she argues with him,23.6
Nepal,F,Employment,Employed for cash,... if she goes out without telling him,11.9
Albania,F,Marital status,Married or living together,... if she refuses to have sex with him,1.0
Cameroon,F,Education,No education,... if she refuses to have sex with him,25.6
Guatemala,F,Marital status,Married or living together,... if she argues with him,3.4
Morocco,M,Residence,Urban,... if she refuses to have sex with him,14.9
Cambodia,F,Employment,Employed for cash,... if she neglects the children,43.5
Nicaragua,M,Marital status,Never married,... for at least one specific reason,14.9
Benin,F,Age,15-24,... if she burns the food,13.2
Burkina Faso,F,Age,15-24,... if she argues with him,28.3
Maldives,F,Residence,Rural,... if she burns the food,14.9
Tanzania,M,Residence,Urban,... if she burns the food,4.4
Namibia,M,Residence,Rural,... if she argues with him,11.5
Philippines,F,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,3.0
Chad,M,Residence,Rural,... if she burns the food,30.0
Turkey,M,Marital status,Never married,... if she burns the food,14.9
Gambia,F,Marital status,"Widowed, divorced, separated",... if she burns the food,5.2
South Africa,M,Education,No education,... if she argues with him,6.3
Sao Tome and Principe,M,Education,Secondary,... if she goes out without telling him,6.9
Indonesia,F,Employment,Employed for cash,... if she goes out without telling him,22.2
Tanzania,M,Employment,Employed for cash,... if she neglects the children,29.3
Angola,M,Education,Primary,... if she refuses to have sex with him,7.6
Myanmar,F,Employment,Unemployed,... if she argues with him,9.6
Niger,M,Employment,Employed for kind,... if she burns the food,12.3
Guatemala,M,Marital status,Never married,... if she burns the food,2.3
Nepal,M,Education,No education,... if she refuses to have sex with him,7.4
Togo,F,Age,15-24,... if she argues with him,17.4
Gambia,M,Marital status,Never married,... if she neglects the children,21.5
Tanzania,M,Age,35-49,... if she refuses to have sex with him,12.5
Egypt,F,Education,No education,... if she neglects the children,38.6
Philippines,F,Marital status,Married or living together,... if she neglects the children,8.7
Eswatini,M,Employment,Employed for kind,... if she argues with him,26.8
Burundi,M,Education,Higher,... if she goes out without telling him,1.1
Azerbaijan,F,Employment,Employed for kind,... if she burns the food,21.9
Comoros,F,Age,15-24,... if she argues with him,18.1
Colombia,M,Education,Secondary,... for at least one specific reason,4.1
